Nº,Formation,Min,Sh,G,ShA,GA,xG,xGA,xGD,xG90,xGA90,Año,Club
4,3-5-2,156,26,4,20,2,5.04+1.04,4.04+2.04,1.00,2.91,2.33,2019,Atalanta
5,5-3-2,92,16,1,10,1,2.17+1.17,0.46-0.54,1.71,2.12,0.45,2019,Atalanta
6,4-4-2,27,5,1,1,0,0.55-0.45,0.07+0.07,0.48,1.84,0.23,2019,Atalanta
7,3-5-1-1,25,8,1,2,1,1.14+0.14,0.58-0.42,0.57,4.11,2.07,2019,Atalanta
1,3-5-2,2548,432,53,360,28,51.16-1.84,36.54+8.54,14.62,1.81,1.29,2019,Lazio
2,3-5-1-1,597,97,16,80,7,12.41-3.59,8.36+1.36,4.05,1.87,1.26,2019,Lazio
3,3-1-4-2,285,29,5,53,6,4.50-0.50,6.65+0.65,-2.15,1.42,2.10,2019,Lazio
4,5-3-2,91,17,3,16,0,1.55-1.45,0.63+0.63,0.92,1.53,0.62,2019,Lazio
5,3-4-3,44,3,0,6,1,0.09+0.09,1.54+0.54,-1.45,0.18,3.15,2019,Lazio
6,4-3-3,16,5,2,0,0,0.77-1.23,0.00,0.77,4.35,0.00,2019,Lazio
1,4-2-3-1,2368,445,49,281,33,54.89+5.89,33.01+0.01,21.89,2.09,1.25,2019,Roma
2,3-4-2-1,831,147,23,89,10,21.75-1.25,9.71-0.29,12.04,2.36,1.05,2019,Roma
3,4-1-4-1,187,24,3,24,3,2.52-0.48,2.07-0.93,0.45,1.21,1.00,2019,Roma
4,5-3-2,95,9,1,21,2,0.70-0.30,2.37+0.37,-1.68,0.66,2.25,2019,Roma
5,4-1-3-2,38,11,0,4,1,0.79+0.79,0.97-0.03,-0.18,1.87,2.30,2019,Roma
6,4-2-2-2,36,8,0,6,1,0.65+0.65,0.90-0.10,-0.24,1.63,2.24,2019,Roma
7,4-3-3,18,2,0,2,1,0.16+0.16,1.24+0.24,-1.08,0.79,6.21,2019,Roma
8,4-4-2,5,2,1,0,0,0.64-0.36,0.00,0.64,11.51,0.00,2019,Roma
1,4-2-3-1,1330,246,35,156,14,31.71-3.29,16.94+2.94,14.77,2.15,1.15,2019,AC_Milan
2,4-3-3,1131,187,12,144,16,17.25+5.25,15.97-0.03,1.27,1.37,1.27,2019,AC_Milan
3,4-4-2,460,91,10,56,4,10.28+0.28,5.48+1.48,4.80,2.01,1.07,2019,AC_Milan
4,4-3-2-1,264,39,2,25,2,4.40+2.40,2.71+0.71,1.68,1.50,0.93,2019,AC_Milan
5,4-3-1-2,255,39,1,41,4,2.75+1.75,4.81+0.81,-2.06,0.97,1.70,2019,AC_Milan
6,4-4-1-1,118,18,3,20,5,2.24-0.76,2.70-2.30,-0.46,1.71,2.06,2019,AC_Milan
7,4-1-4-1,13,2,0,2,1,0.64+0.64,0.58-0.42,0.06,4.40,3.99,2019,AC_Milan
1,4-3-3,2287,417,36,231,30,39.74+3.74,24.88-5.12,14.86,1.56,0.98,2019,Napoli
2,4-4-2,1041,219,19,125,15,22.04+3.04,14.49-0.51,7.55,1.91,1.25,2019,Napoli
3,4-4-1-1,157,25,4,31,5,2.29-1.71,3.82-1.18,-1.54,1.31,2.19,2019,Napoli
4,4-2-3-1,76,18,2,16,0,1.98-0.02,1.48+1.48,0.50,2.34,1.75,2019,Napoli
5,3-4-2-1,38,5,0,3,0,0.20+0.20,0.05+0.05,0.15,0.47,0.13,2019,Napoli
6,4-1-4-1,7,3,0,0,0,0.14+0.14,0.00,0.14,1.75,0.00,2019,Napoli
1,4-2-3-1,2163,350,42,325,35,34.64-7.36,44.37+9.37,-9.73,1.44,1.85,2019,Sassuolo
2,4-3-3,771,108,12,87,12,10.60-1.40,10.96-1.04,-0.36,1.24,1.28,2019,Sassuolo
3,4-3-1-2,277,45,8,35,7,4.92-3.08,6.17-0.83,-1.24,1.60,2.00,2019,Sassuolo
4,4-4-1-1,101,11,2,22,1,0.78-1.22,3.31+2.31,-2.53,0.70,2.95,2019,Sassuolo
5,4-4-2,94,15,3,18,1,1.61-1.39,1.40+0.40,0.21,1.54,1.34,2019,Sassuolo
6,3-4-3,93,12,2,15,4,0.85-1.15,2.96-1.04,-2.11,0.82,2.86,2019,Sassuolo
7,3-4-2-1,27,2,0,5,1,0.08+0.08,0.33-0.67,-0.25,0.26,1.11,2019,Sassuolo
8,4-5-1,21,1,0,8,0,0.05+0.05,0.56+0.56,-0.51,0.21,2.38,2019,Sassuolo
9,5-4-1,14,1,0,4,1,0.02+0.02,0.20-0.80,-0.18,0.10,1.26,2019,Sassuolo
10,5-3-2,12,3,0,0,0,0.46+0.46,0.00,0.46,3.43,0.00,2019,Sassuolo
11,4-1-4-1,4,0,0,1,1,0.00,0.05-0.95,-0.05,0.00,1.19,2019,Sassuolo
1,3-5-2,2445,355,33,287,30,36.91+3.91,32.50+2.50,4.41,1.36,1.20,2019,Fiorentina
2,3-4-3,387,62,6,44,4,6.18+0.18,5.26+1.26,0.92,1.44,1.22,2019,Fiorentina
3,4-3-3,339,68,5,48,8,6.23+1.23,6.07-1.93,0.17,1.65,1.61,2019,Fiorentina
4,3-4-2-1,96,10,1,12,2,0.52-0.48,1.65-0.35,-1.13,0.49,1.54,2019,Fiorentina
5,3-1-4-2,95,15,0,19,1,0.84+0.84,1.52+0.52,-0.68,0.80,1.44,2019,Fiorentina
6,3-4-1-2,95,17,3,17,1,3.45+0.45,2.00+1.00,1.45,3.27,1.90,2019,Fiorentina
7,4-5-1,93,17,1,10,2,1.93+0.93,0.95-1.05,0.97,1.86,0.92,2019,Fiorentina
8,4-1-4-1,29,5,1,2,0,0.69-0.31,0.69+0.69,-0.00,2.13,2.14,2019,Fiorentina
9,4-2-3-1,16,3,1,1,0,0.17-0.83,0.03+0.03,0.14,0.97,0.18,2019,Fiorentina
1,4-3-3,2088,246,30,422,30,25.51-4.49,40.18+10.18,-14.67,1.10,1.73,2019,Parma_Calcio_1913
2,4-2-3-1,285,42,6,50,5,5.61-0.39,6.64+1.64,-1.03,1.77,2.10,2019,Parma_Calcio_1913
3,4-3-1-2,256,53,4,25,5,4.01+0.01,2.99-2.01,1.03,1.41,1.05,2019,Parma_Calcio_1913
4,4-2-2-2,213,30,3,39,5,2.42-0.58,4.20-0.80,-1.78,1.02,1.77,2019,Parma_Calcio_1913
5,4-1-4-1,173,23,3,36,3,3.46+0.46,4.14+1.14,-0.68,1.80,2.16,2019,Parma_Calcio_1913
6,3-5-2,132,26,4,20,2,2.58-1.42,0.88-1.12,1.70,1.76,0.60,2019,Parma_Calcio_1913
7,4-1-2-1-2,97,12,2,29,2,0.95-1.05,2.43+0.43,-1.48,0.88,2.25,2019,Parma_Calcio_1913
8,3-4-3,96,11,1,12,0,2.51+1.51,0.51+0.51,2.00,2.35,0.47,2019,Parma_Calcio_1913
9,4-4-1-1,78,4,0,13,2,0.08+0.08,0.60-1.40,-0.52,0.09,0.69,2019,Parma_Calcio_1913
10,5-3-2,59,7,2,16,0,2.00,0.52+0.52,1.48,3.05,0.79,2019,Parma_Calcio_1913
11,4-4-2,45,3,1,3,1,0.82-0.18,0.60-0.40,0.22,1.63,1.20,2019,Parma_Calcio_1913
12,5-4-1,44,3,0,8,0,0.18+0.18,0.66+0.66,-0.48,0.37,1.34,2019,Parma_Calcio_1913
13,4-1-3-2,31,6,0,5,2,0.25+0.25,0.57-1.43,-0.33,0.72,1.66,2019,Parma_Calcio_1913
1,3-4-2-1,2573,320,33,389,39,41.16+8.16,39.01+0.01,2.15,1.44,1.36,2019,Verona
2,3-4-1-2,954,119,14,189,11,13.92-0.08,14.62+3.62,-0.69,1.31,1.38,2019,Verona
3,5-3-2,44,1,0,8,0,0.07+0.07,0.93+0.93,-0.86,0.14,1.90,2019,Verona
4,4-4-2,22,5,0,3,1,0.19+0.19,0.56-0.44,-0.37,0.79,2.30,2019,Verona
1,4-2-3-1,2498,390,39,384,54,40.34+1.34,42.15-11.85,-1.81,1.45,1.52,2019,Bologna
2,4-3-3,535,82,6,64,4,11.39+5.39,8.20+4.20,3.18,1.92,1.38,2019,Bologna
3,4-1-4-1,283,39,3,52,3,3.69+0.69,2.62-0.38,1.07,1.17,0.83,2019,Bologna
4,4-4-2,71,13,1,5,0,1.61+0.61,0.10+0.10,1.50,2.04,0.13,2019,Bologna
5,3-4-1-2,61,9,2,3,0,1.10-0.90,0.30+0.30,0.80,1.62,0.44,2019,Bologna
6,3-4-2-1,60,13,0,12,2,1.56+1.56,0.96-1.04,0.60,2.34,1.43,2019,Bologna
7,4-4-1-1,52,10,1,17,1,0.61-0.39,1.81+0.81,-1.20,1.05,3.14,2019,Bologna
8,3-5-1-1,41,4,0,2,1,0.52+0.52,0.79-0.21,-0.27,1.14,1.73,2019,Bologna
1,4-3-1-2,1032,123,22,181,10,16.05-5.95,19.15+9.15,-3.10,1.40,1.67,2019,Cagliari
2,4-3-2-1,948,128,11,152,22,13.28+2.28,19.30-2.70,-6.02,1.26,1.83,2019,Cagliari
3,3-5-2,823,94,6,127,14,6.39+0.39,14.37+0.37,-7.98,0.70,1.57,2019,Cagliari
4,3-4-1-2,420,45,6,100,5,3.83-2.17,6.73+1.73,-2.90,0.82,1.44,2019,Cagliari
5,4-3-3,192,33,6,24,3,1.83-4.17,2.25-0.75,-0.41,0.86,1.05,2019,Cagliari
6,4-4-2,61,15,0,5,0,1.90+1.90,0.31+0.31,1.59,2.80,0.46,2019,Cagliari
7,4-4-1-1,53,2,0,15,2,0.03+0.03,2.17+0.17,-2.13,0.05,3.68,2019,Cagliari
8,3-4-2-1,46,4,0,13,0,0.29+0.29,0.36+0.36,-0.07,0.57,0.70,2019,Cagliari
9,4-2-2-2,13,2,1,2,0,0.90-0.10,0.13+0.13,0.77,6.24,0.89,2019,Cagliari
1,3-5-2,3114,404,35,510,44,40.30+5.30,45.08+1.08,-4.78,1.16,1.30,2019,Udinese
2,3-5-1-1,177,17,0,33,1,1.07+1.07,2.45+1.45,-1.38,0.55,1.25,2019,Udinese
3,3-4-2-1,70,9,0,7,1,0.39+0.39,0.64-0.36,-0.25,0.50,0.83,2019,Udinese
4,4-4-1-1,45,5,0,8,1,0.24+0.24,0.99-0.01,-0.76,0.47,1.99,2019,Udinese
5,5-3-2,39,3,0,11,2,0.08+0.08,1.86-0.14,-1.78,0.20,4.30,2019,Udinese
6,3-4-3,36,13,0,6,1,0.59+0.59,0.81-0.19,-0.22,1.48,2.03,2019,Udinese
7,4-4-2,34,7,1,5,1,0.37-0.63,1.04+0.04,-0.66,0.99,2.75,2019,Udinese
8,4-5-1,31,4,1,2,0,0.17-0.83,0.16+0.16,0.01,0.50,0.47,2019,Udinese
9,3-4-1-2,26,1,0,2,0,0.11+0.11,0.17+0.17,-0.05,0.39,0.58,2019,Udinese
10,4-3-3,18,5,0,2,0,0.73+0.73,0.15+0.15,0.58,3.65,0.75,2019,Udinese
1,4-4-2,1797,285,25,219,25,23.44-1.56,28.62+3.62,-5.17,1.17,1.43,2019,Sampdoria
2,4-4-1-1,428,68,9,69,9,8.19-0.81,8.86-0.14,-0.67,1.72,1.86,2019,Sampdoria
3,4-3-1-2,337,62,6,54,11,5.53-0.47,6.48-4.52,-0.95,1.48,1.73,2019,Sampdoria
4,3-5-2,221,23,1,37,5,1.35+0.35,4.82-0.18,-3.47,0.55,1.96,2019,Sampdoria
5,4-5-1,176,27,1,35,3,1.65+0.65,2.91-0.09,-1.26,0.84,1.49,2019,Sampdoria
6,4-2-3-1,141,28,1,23,0,2.01+1.01,1.00+1.00,1.01,1.28,0.64,2019,Sampdoria
7,3-4-2-1,134,21,1,12,2,1.95+0.95,1.62-0.38,0.33,1.31,1.09,2019,Sampdoria
8,4-3-3,116,17,0,22,7,0.82+0.82,3.66-3.34,-2.84,0.63,2.84,2019,Sampdoria
9,3-4-1-2,97,9,1,22,2,1.67+0.67,1.10-0.90,0.57,1.55,1.02,2019,Sampdoria
10,4-1-2-1-2,63,16,2,5,1,2.52+0.52,0.53-0.47,1.99,3.60,0.76,2019,Sampdoria
11,5-4-1,32,2,1,6,0,0.43-0.57,0.37+0.37,0.06,1.21,1.05,2019,Sampdoria
12,5-3-2,14,1,0,5,0,0.01+0.01,0.69+0.69,-0.68,0.04,4.42,2019,Sampdoria
13,3-5-1-1,7,0,0,1,0,0.00,0.15+0.15,-0.15,0.00,1.91,2019,Sampdoria
1,3-4-2-1,1200,144,18,245,31,14.90-3.10,28.07-2.93,-13.17,1.12,2.11,2019,Torino
2,3-4-1-2,1075,151,14,155,15,14.71+0.71,17.29+2.29,-2.58,1.23,1.45,2019,Torino
3,3-5-2,463,40,4,91,11,4.71+0.71,8.22-2.78,-3.51,0.92,1.60,2019,Torino
4,3-5-1-1,278,45,5,42,2,4.90-0.10,3.00+1.00,1.89,1.59,0.97,2019,Torino
5,4-2-3-1,207,19,1,34,2,1.82+0.82,3.34+1.34,-1.52,0.79,1.45,2019,Torino
6,4-4-1-1,176,21,1,34,5,1.18+0.18,4.62-0.38,-3.44,0.60,2.36,2019,Torino
7,4-3-1-2,45,10,0,7,0,1.14+1.14,0.47+0.47,0.67,2.28,0.94,2019,Torino
8,4-3-3,42,4,1,3,0,0.81-0.19,0.11+0.11,0.70,1.74,0.24,2019,Torino
9,4-4-2,36,5,2,3,0,0.84-1.16,0.61+0.61,0.23,2.10,1.53,2019,Torino
10,4-2-2-2,32,8,0,5,2,0.54+0.54,1.10-0.90,-0.56,1.53,3.10,2019,Torino
11,3-4-3,6,0,0,1,0,0.00,0.03+0.03,-0.03,0.00,0.52,2019,Torino
12,5-3-2,5,1,0,1,0,0.12+0.12,0.08+0.08,0.04,2.13,1.39,2019,Torino
13,4-1-4-1,3,1,0,0,0,0.05+0.05,0.00,0.05,1.44,0.00,2019,Torino
1,3-5-2,1282,127,19,227,23,16.07-2.93,23.55+0.55,-7.48,1.13,1.65,2019,Genoa
2,3-4-1-2,763,112,8,105,18,13.53+5.53,11.27-6.73,2.26,1.60,1.33,2019,Genoa
3,3-1-4-2,422,56,6,86,11,8.37+2.37,8.35-2.65,0.02,1.78,1.78,2019,Genoa
4,4-3-3,293,42,1,44,2,4.79+3.79,3.60+1.60,1.20,1.47,1.10,2019,Genoa
5,4-4-2,268,30,4,46,5,3.02-0.98,4.34-0.66,-1.32,1.01,1.46,2019,Genoa
6,4-2-3-1,231,38,5,37,4,2.91-2.09,3.88-0.12,-0.97,1.13,1.51,2019,Genoa
7,4-3-2-1,96,16,2,3,0,2.81+0.81,0.04+0.04,2.77,2.63,0.04,2019,Genoa
8,4-3-1-2,95,10,1,16,6,0.34-0.66,3.26-2.74,-2.91,0.32,3.08,2019,Genoa
9,4-4-1-1,46,2,0,20,1,0.02+0.02,1.74+0.74,-1.72,0.05,3.40,2019,Genoa
10,3-4-2-1,43,4,0,3,2,0.17+0.17,0.95-1.05,-0.79,0.35,1.99,2019,Genoa
11,4-1-2-1-2,11,2,1,1,1,0.79-0.21,0.04-0.96,0.75,6.43,0.33,2019,Genoa
12,3-5-1-1,10,0,0,5,0,0.00,0.84+0.84,-0.84,0.00,7.54,2019,Genoa
1,4-3-1-2,1898,271,28,359,37,28.62+0.62,49.11+12.11,-20.49,1.36,2.33,2019,Lecce
2,4-3-2-1,844,144,12,168,27,12.57+0.57,26.41-0.59,-13.84,1.34,2.82,2019,Lecce
3,4-3-3,317,42,7,60,7,7.39+0.39,6.89-0.11,0.50,2.10,1.96,2019,Lecce
4,5-3-2,268,28,1,61,8,2.08+1.08,8.92+0.92,-6.84,0.70,3.00,2019,Lecce
5,4-2-3-1,119,21,1,28,4,1.47+0.47,2.82-1.18,-1.35,1.11,2.13,2019,Lecce
6,4-1-4-1,94,17,3,17,1,2.55-0.45,0.97-0.03,1.58,2.44,0.92,2019,Lecce
7,3-5-2,19,3,0,4,1,0.11+0.11,1.48+0.48,-1.36,0.54,7.00,2019,Lecce
8,4-4-2,18,0,0,7,0,0.00,0.39+0.39,-0.39,0.00,1.95,2019,Lecce
1,4-3-1-2,1762,181,20,347,37,21.47+1.47,40.20+3.20,-18.73,1.10,2.05,2019,Brescia
2,4-4-2,589,89,7,117,18,8.65+1.65,16.40-1.60,-7.75,1.32,2.51,2019,Brescia
3,5-3-2,221,26,2,35,4,3.76+1.76,3.41-0.59,0.35,1.53,1.39,2019,Brescia
4,4-3-2-1,194,18,1,37,5,1.35+0.35,4.34-0.66,-2.98,0.63,2.01,2019,Brescia
5,3-5-2,187,29,1,49,5,2.13+1.13,5.56+0.56,-3.43,1.03,2.68,2019,Brescia
6,4-3-3,103,12,0,20,3,1.54+1.54,3.25+0.25,-1.71,1.34,2.84,2019,Brescia
7,4-2-3-1,97,11,2,16,0,1.12-0.88,0.67+0.67,0.45,1.04,0.63,2019,Brescia
8,4-4-1-1,90,4,0,28,3,0.09+0.09,3.36+0.36,-3.27,0.09,3.36,2019,Brescia
9,4-1-2-1-2,74,11,1,12,0,2.22+1.22,1.25+1.25,0.97,2.70,1.52,2019,Brescia
10,3-5-1-1,66,10,0,13,1,1.00+1.00,0.72-0.28,0.28,1.36,0.98,2019,Brescia
11,4-5-1,64,7,1,5,0,0.74-0.26,0.80+0.80,-0.06,1.04,1.13,2019,Brescia
12,3-1-4-2,50,9,0,6,1,0.56+0.56,0.57-0.43,-0.01,1.02,1.03,2019,Brescia
13,4-1-4-1,43,8,0,8,2,0.52+0.52,1.00-1.00,-0.49,1.08,2.10,2019,Brescia
14,4-1-3-2,34,5,0,6,0,0.23+0.23,0.35+0.35,-0.11,0.62,0.92,2019,Brescia
1,3-5-2,2168,288,20,405,39,25.48+5.48,45.60+6.60,-20.13,1.06,1.89,2019,SPAL_2013
2,4-4-2,531,58,2,102,17,4.61+2.61,12.26-4.74,-7.65,0.78,2.08,2019,SPAL_2013
3,4-3-3,217,32,1,36,3,3.90+2.90,3.61+0.61,0.29,1.62,1.50,2019,SPAL_2013
4,4-1-4-1,164,20,1,25,8,0.74-0.26,2.96-5.04,-2.22,0.41,1.63,2019,SPAL_2013
5,4-5-1,116,17,0,22,3,0.83+0.83,2.34-0.66,-1.52,0.64,1.82,2019,SPAL_2013
6,4-2-3-1,97,9,1,13,0,1.13+0.13,1.39+1.39,-0.26,1.05,1.29,2019,SPAL_2013
7,4-4-1-1,95,8,1,28,3,0.86-0.14,2.25-0.75,-1.39,0.82,2.14,2019,SPAL_2013
8,4-3-1-2,94,22,1,12,2,1.37+0.37,1.60-0.40,-0.24,1.31,1.54,2019,SPAL_2013
9,4-3-2-1,72,10,0,11,1,0.46+0.46,2.22+1.22,-1.76,0.57,2.78,2019,SPAL_2013
10,4-1-2-1-2,29,4,0,4,1,0.30+0.30,0.59-0.41,-0.29,0.92,1.82,2019,SPAL_2013
1,4-3-3,1238,253,26,133,10,27.51+1.51,12.22+2.22,15.29,2.00,0.89,2018,Juventus
2,4-4-2,1044,166,17,130,10,17.24+0.24,9.21-0.79,8.04,1.49,0.79,2018,Juventus
3,4-3-1-2,264,51,9,40,1,7.43-1.57,2.31+1.31,5.12,2.53,0.79,2018,Juventus
4,3-5-2,263,32,5,42,4,3.64-1.36,3.13-0.87,0.51,1.24,1.07,2018,Juventus
5,4-2-3-1,173,36,4,22,2,3.59-0.41,2.24+0.24,1.35,1.87,1.16,2018,Juventus
6,3-4-2-1,168,33,6,12,0,5.96-0.04,0.49+0.49,5.48,3.19,0.26,2018,Juventus
7,4-4-1-1,90,14,1,19,2,2.04+1.04,2.03+0.03,0.01,2.04,2.03,2018,Juventus
8,4-3-2-1,86,5,0,17,1,0.44+0.44,2.63+1.63,-2.19,0.46,2.75,2018,Juventus
9,3-5-1-1,86,12,2,5,0,0.60-1.40,0.33+0.33,0.28,0.63,0.34,2018,Juventus
10,3-1-4-2,62,3,0,13,0,0.18+0.18,0.71+0.71,-0.53,0.26,1.03,2018,Juventus
11,4-1-3-2,22,6,0,1,0,0.21+0.21,0.04+0.04,0.17,0.86,0.18,2018,Juventus
12,4-2-2-2,13,0,0,4,0,0.00,0.85+0.85,-0.85,0.00,5.88,2018,Juventus
13,4-1-4-1,11,1,0,4,0,0.07+0.07,0.15+0.15,-0.08,0.57,1.21,2018,Juventus
14,5-4-1,7,1,0,2,0,0.11+0.11,0.08+0.08,0.04,1.44,0.98,2018,Juventus
15,5-3-2,6,0,0,1,0,0.00,0.02+0.02,-0.02,0.00,0.25,2018,Juventus
1,4-4-2,2784,553,59,350,26,53.88-5.12,29.46+3.46,24.42,1.74,0.95,2018,Napoli
2,4-3-3,345,60,6,35,6,5.20-0.80,3.19-2.81,2.01,1.36,0.83,2018,Napoli
3,4-2-3-1,327,63,6,41,4,6.32+0.32,3.75-0.25,2.57,1.74,1.03,2018,Napoli
4,3-4-1-2,47,14,1,1,0,1.60+0.60,0.07+0.07,1.53,3.06,0.13,2018,Napoli
5,4-2-2-2,27,7,1,4,0,1.26+0.26,0.17+0.17,1.09,4.20,0.58,2018,Napoli
6,4-3-2-1,13,6,1,3,0,1.06+0.06,0.12+0.12,0.94,7.33,0.83,2018,Napoli
7,4-4-1-1,12,3,0,0,0,0.37+0.37,0.00,0.37,2.79,0.00,2018,Napoli
1,3-4-1-2,2523,442,54,294,33,55.58+1.58,31.19-1.81,24.39,1.98,1.11,2018,Atalanta
2,3-4-2-1,615,118,15,73,6,13.96-1.04,7.09+1.09,6.87,2.04,1.04,2018,Atalanta
3,3-4-3,279,61,8,33,3,7.01-0.99,4.11+1.11,2.91,2.26,1.32,2018,Atalanta
4,4-2-3-1,61,11,0,3,1,0.36+0.36,0.15-0.85,0.21,0.53,0.22,2018,Atalanta
5,3-5-2,32,2,0,2,1,0.10+0.10,0.61-0.39,-0.51,0.27,1.71,2018,Atalanta
6,4-4-2,27,6,0,3,1,0.29+0.29,0.68-0.32,-0.39,0.98,2.27,2018,Atalanta
7,3-5-1-1,16,3,0,5,1,0.09+0.09,1.25+0.25,-1.16,0.50,7.01,2018,Atalanta
8,4-3-3,8,0,0,2,0,0.00,0.04+0.04,-0.04,0.00,0.46,2018,Atalanta
1,4-2-3-1,2378,459,37,267,19,47.07+10.07,25.76+6.76,21.31,1.78,0.97,2018,Inter
2,4-3-3,839,127,16,117,9,16.97+0.97,11.00+2.00,5.97,1.82,1.18,2018,Inter
3,3-4-2-1,137,21,4,14,2,1.16-2.84,0.95-1.05,0.21,0.76,0.62,2018,Inter
4,3-4-1-2,76,10,0,10,1,0.77+0.77,0.43-0.57,0.34,0.91,0.51,2018,Inter
5,4-4-1-1,46,6,0,7,1,0.20+0.20,1.22+0.22,-1.01,0.40,2.38,2018,Inter
6,4-4-2,30,6,0,0,0,0.70+0.70,0.00,0.70,2.09,0.00,2018,Inter
7,4-1-2-1-2,28,3,0,2,0,0.08+0.08,0.12+0.12,-0.03,0.27,0.37,2018,Inter
8,3-5-2,20,2,0,1,1,0.12+0.12,0.27-0.73,-0.15,0.52,1.21,2018,Inter
9,4-2-2-2,9,1,0,1,0,0.06+0.06,0.07+0.07,-0.01,0.59,0.74,2018,Inter
10,3-4-3,7,2,0,1,0,0.10+0.10,0.76+0.76,-0.66,1.27,9.79,2018,Inter
11,5-4-1,2,0,0,1,0,0.00,0.06+0.06,-0.06,0.00,2.90,2018,Inter
1,4-3-3,2434,400,38,313,25,39.45+1.45,29.44+4.44,10.02,1.46,1.09,2018,AC_Milan
2,4-4-2,636,95,9,87,7,9.22+0.22,7.25+0.25,1.97,1.30,1.03,2018,AC_Milan
3,3-4-1-2,114,38,2,14,1,2.17+0.17,1.59+0.59,0.58,1.71,1.25,2018,AC_Milan
4,4-3-1-2,110,19,1,9,1,2.40+1.40,1.57+0.57,0.83,1.96,1.28,2018,AC_Milan
5,3-4-2-1,97,12,1,21,1,1.41+0.41,1.00,0.41,1.31,0.93,2018,AC_Milan
6,4-2-2-2,94,16,0,13,0,1.32+1.32,1.00+1.00,0.32,1.27,0.96,2018,AC_Milan
7,4-2-3-1,55,7,3,4,1,1.05-1.95,0.83-0.17,0.22,1.71,1.35,2018,AC_Milan
8,4-1-4-1,17,2,1,2,0,0.09-0.91,0.09+0.09,-0.00,0.46,0.46,2018,AC_Milan
9,4-4-1-1,15,0,0,4,0,0.00,0.15+0.15,-0.15,0.00,0.88,2018,AC_Milan
10,3-5-2,11,1,0,0,0,0.02+0.02,0.00,0.02,0.18,0.00,2018,AC_Milan
1,4-2-3-1,2237,415,48,320,26,47.17-0.83,31.30+5.30,15.87,1.90,1.26,2018,Roma
2,4-3-3,786,136,10,126,12,15.06+5.06,12.88+0.88,2.18,1.72,1.48,2018,Roma
3,4-4-1-1,129,13,2,26,2,0.76-1.24,2.13+0.13,-1.37,0.53,1.49,2018,Roma
4,4-4-2,82,14,0,9,1,0.67+0.67,0.73-0.27,-0.06,0.74,0.80,2018,Roma
5,3-4-3,72,14,2,9,2,1.31-0.69,2.02+0.02,-0.71,1.64,2.53,2018,Roma
6,3-5-2,61,7,1,12,1,1.04+0.04,0.74-0.26,0.31,1.54,1.08,2018,Roma
7,4-2-2-2,49,7,1,4,1,1.16+0.16,0.94-0.06,0.22,2.14,1.73,2018,Roma
8,5-3-2,46,4,0,13,1,0.12+0.12,1.37+0.37,-1.25,0.24,2.68,2018,Roma
9,3-4-1-2,46,2,0,12,1,0.12+0.12,0.92-0.08,-0.80,0.23,1.80,2018,Roma
10,3-4-2-1,28,6,1,6,0,1.10+0.10,0.38+0.38,0.72,3.55,1.23,2018,Roma
11,5-4-1,18,2,1,1,0,0.51-0.49,0.03+0.03,0.48,2.56,0.14,2018,Roma
12,4-1-4-1,17,0,0,5,1,0.00,0.75-0.25,-0.75,0.00,3.99,2018,Roma
1,3-5-2,1523,210,22,214,19,19.09-2.91,24.24+5.24,-5.15,1.13,1.43,2018,Torino
2,3-4-2-1,863,131,10,99,10,13.96+3.96,10.75+0.75,3.21,1.46,1.12,2018,Torino
3,3-4-1-2,407,74,11,42,1,6.46-4.54,3.96+2.96,2.49,1.43,0.88,2018,Torino
4,3-5-1-1,399,49,2,65,1,2.54+0.54,5.19+4.19,-2.65,0.57,1.17,2018,Torino
5,3-1-4-2,188,22,1,29,2,2.32+1.32,2.35+0.35,-0.03,1.11,1.12,2018,Torino
6,4-4-2,67,17,4,6,1,2.63-1.37,0.76-0.24,1.88,3.54,1.01,2018,Torino
7,4-2-2-2,57,9,0,10,2,1.21+1.21,1.38-0.62,-0.17,1.90,2.17,2018,Torino
8,3-4-3,47,4,1,2,0,0.25-0.75,0.12+0.12,0.14,0.48,0.22,2018,Torino
9,4-3-2-1,15,4,1,5,1,0.26-0.74,0.92-0.08,-0.66,1.55,5.50,2018,Torino
10,4-3-1-2,11,1,0,2,0,0.06+0.06,0.63+0.63,-0.57,0.49,5.17,2018,Torino
1,3-5-2,1644,282,29,219,19,31.44+2.44,23.12+4.12,8.32,1.72,1.27,2018,Lazio
2,3-5-1-1,1151,183,15,159,16,17.83+2.83,15.54-0.46,2.28,1.39,1.22,2018,Lazio
3,3-1-4-2,279,56,2,28,5,6.36+4.36,3.24-1.76,3.12,2.05,1.05,2018,Lazio
4,3-4-2-1,175,25,1,28,2,2.18+1.18,2.26+0.26,-0.07,1.12,1.16,2018,Lazio
5,3-4-1-2,95,24,3,11,1,2.62-0.38,1.81+0.81,0.81,2.49,1.72,2018,Lazio
6,4-2-3-1,54,12,2,10,2,0.74-1.26,0.81-1.19,-0.07,1.23,1.35,2018,Lazio
7,4-3-3,50,9,1,2,0,0.45-0.55,0.17+0.17,0.28,0.81,0.31,2018,Lazio
8,4-4-1-1,47,6,1,9,0,0.75-0.25,1.03+1.03,-0.28,1.43,1.97,2018,Lazio
9,5-3-2,25,8,1,3,1,0.97-0.03,0.62-0.38,0.35,3.51,2.25,2018,Lazio
